#   X   	   Y   
#---------	---------
-0.105079	3.945329
-0.082099	4.169681
0.920220	0.273651
0.873577	0.749895
0.831648	1.193034
0.794031	1.605364
0.000000	0.001341
-0.001993	0.501247
-0.001387	0.966170
0.001513	1.398545
0.006430	1.800639
0.013112	2.174562
0.021329	2.522277
0.030874	2.845611
0.041558	3.146264
0.053212	3.425818
0.065680	3.685744
0.078825	3.927414
0.092521	4.152101
0.106655	4.360991
0.121127	4.555189
0.135847	4.735720
-1.032389	0.231164
-0.981614	0.720145
-0.930933	1.174643
-0.880513	1.597072
-0.830502	1.989680
0.514156	0.066707
0.486782	0.559467
0.463240	1.017870
0.443167	1.444303
0.426231	1.840986
-0.443279	0.161836
-0.422306	0.652724
-0.399927	1.109145
-0.376385	1.533504
0.404756	0.121119
-0.100057	0.089606
-0.096606	0.583834
-0.090857	1.043448
-0.083097	1.470861
-0.073588	1.868316
-0.062567	2.237902
-0.050249	2.581562
-0.036829	2.901104
-0.022482	3.198211
-0.007366	3.474448
0.008374	3.731274
0.024612	3.970043
0.041231	4.192017
0.058130	4.398369
0.075215	4.590193
0.000000	0.747548
0.001738	1.195220
0.005627	1.611546
0.011403	1.998709
-0.489343	0.101773
-0.466367	0.597096
-0.442063	1.057631
-0.416672	1.485807
0.000000	-0.028548
-0.002143	0.473450
-0.001668	0.940319
-0.278122	0.057346
-0.265929	0.554722
-0.251859	1.017221
-0.236180	1.447275
-0.219135	1.847147
-0.200942	2.218942
-0.181801	2.564621
-0.161887	2.886006
0.666677	0.209538
0.632391	0.691537
0.602229	1.139968
0.575817	1.557159
0.552812	1.945279
0.532898	2.306345
0.515785	2.642236
-0.600395	0.208215
-0.571334	0.696642
-0.249325	-0.043548
-0.239077	0.460747
-0.226819	0.929690
-0.283877	0.020897
-0.271578	0.520853
-0.203676	-0.002618
-0.195505	0.498583
-0.185237	0.964660
-0.173152	1.398060
-0.159504	1.801062
-0.144523	2.175785
-0.128418	2.524202
-0.111376	2.848150
-0.093567	3.149337
-0.075142	3.429351
-0.056238	3.689672
-0.036978	3.931676
-0.877629	0.171351
-0.834891	0.663744
-0.791828	1.121457
0.338964	0.038166
0.320207	0.533799
0.304866	0.994832
0.292597	1.423670
0.283085	1.822550
-0.444602	0.138196
-0.133200	-0.045608
0.079206	0.096864
0.073730	0.589687
0.070992	1.048040
0.070683	1.474323
0.072520	1.870767
0.076248	2.239450
0.081633	2.582308
0.596196	0.236354
-0.116404	0.124846
0.112625	0.106369
0.105526	0.598360
0.101241	1.055947
0.099459	1.481525
0.099894	1.877321
0.102286	2.245409
0.106398	2.587719
0.112017	2.906047
0.118946	3.202063
0.127009	3.477324
0.136046	3.733276
0.145910	3.971267
0.156471	4.192549
-0.923033	0.212737
-0.877818	0.702461
-0.832415	1.157678
-0.350670	-0.066879
-0.335471	0.439556
-0.318500	0.910464
-0.300022	1.348324
-0.280280	1.755442
-0.259488	2.133962
-0.237844	2.485882
-0.215523	2.813060
-0.192681	3.117223
-0.720188	0.113860
-0.137979	-0.090676
-0.133533	0.416361
-0.177946	0.015289
-0.099286	-0.007860
-0.096361	0.493187
-0.192010	0.024310
-0.184288	0.523568
-0.174456	0.987840
-0.162794	1.419563
-0.149556	1.821008
-0.134973	2.194285
-0.119253	2.541360
0.000000	0.235340
-0.000823	0.718866
0.000812	1.168550
0.004614	1.586747
0.010317	1.975652
0.017680	2.337305
0.026482	2.673605
0.036526	2.986320
0.047631	3.277095
0.059635	3.547460
0.072391	3.798840
0.085766	4.032559
0.099640	4.249851
0.113907	4.451863
0.128471	4.639663
-1.013436	0.226142
-0.963634	0.715379
-0.913875	1.170121
-0.864331	1.592782
0.436130	0.045418
0.412550	0.540058
0.392623	1.000192
0.375993	1.428215
0.362334	1.826360
0.351349	2.196703
-0.517043	0.164084
-0.492371	0.655183
-0.466476	1.111782
-0.439594	1.536290
-0.411932	1.930948
-0.383681	2.297841
-0.355008	2.638911
-0.326063	2.955962
-0.296980	3.250675
-0.267878	3.524612
-0.238861	3.779229
-0.210021	4.015877
-0.181441	4.235816
-0.153190	4.440216
-0.125329	4.630167
-0.097912	4.806682
-0.070983	4.970704
-0.044580	5.123109
-0.018736	5.264715
0.006525	5.396278
0.031180	5.518506
0.055213	5.632055
0.078613	5.737535
0.101370	5.835514
0.123479	5.926522
0.144938	6.011048
0.165746	6.089550
0.185906	6.162452
0.205423	6.230151
0.224303	6.293014
0.242553	6.351381
0.260182	6.405572
0.277201	6.455881
0.293620	6.502583
1.371772	0.427083
0.113546	0.356567
0.107651	0.831039
0.104424	1.272328
0.103564	1.682743
0.000000	0.020686
-0.001897	0.519238
-0.001206	0.982901
0.001769	1.414104
0.006751	1.815108
0.013489	2.188016
0.021755	2.534788
0.031341	2.857244
0.042060	3.157080
0.053743	3.435874
-0.775294	0.166034
0.000000	-0.358492
-0.003792	0.166603
-0.004770	0.654960
-0.003257	1.109136
0.000452	1.531513
0.006087	1.924305
0.013404	2.289573
0.022182	2.629236
0.032219	2.945079
0.043333	3.238762
0.055360	3.511832
-0.790429	0.169331
-0.752061	0.661430
-0.713150	1.118890
-0.673899	1.544134
-0.634483	1.939414
-0.595062	2.306827
-0.555774	2.648325
-0.516744	2.965721
-0.478078	3.260704
-0.439871	3.534845
-0.402203	3.789605
-0.861998	0.107232
0.138926	-0.013630
0.129912	0.486629
0.123849	0.951915
0.120416	1.384662
0.119319	1.787134
0.120289	2.161438
0.123081	2.509536
0.127475	2.833253
0.133268	3.134288
0.140276	3.414221
0.148333	3.674524
0.157289	3.916566
0.167007	4.141620
0.177365	4.350871
0.188251	4.545424
0.199566	4.726303
0.211219	4.894464
0.223130	5.050795
0.235228	5.196124
0.247447	5.331219
0.259731	5.456796
0.272028	5.573522
0.284294	5.682015
0.296490	5.782853
0.308580	5.876571
0.320533	5.963668
-1.271515	0.309832
-1.208390	0.794501
-0.291194	-0.141562
-0.279342	0.369803
-0.265526	0.845313
-0.268356	0.011328
0.096000	0.077516
0.089588	0.571610
0.085966	1.031149
0.084824	1.458539
0.085875	1.856017
0.088861	2.225667
0.093547	2.569426
0.593143	0.237745
0.106823	0.224413
0.100604	0.708170
0.097115	1.158095
0.096049	1.576543
-0.401947	0.098430
-0.383357	0.593549
-0.363222	1.053918
-0.341791	1.481959
-0.319292	1.879931
-0.295927	2.249933
-0.271881	2.593917
-0.247318	2.913702
-0.681397	0.096977
-0.648842	0.593596
-0.615432	1.055288
-0.581384	1.484495
-0.546892	1.883488
0.481573	0.107837
-0.094712	0.101365
-0.091470	0.594743
-0.085923	1.053569
-0.303721	0.048395
0.104828	0.073340
0.097953	0.567682
0.093894	1.027455
0.092337	1.455064
0.092995	1.852747
0.095609	2.222590
0.099941	2.566531
0.105777	2.886374
0.112920	3.183799
0.121193	3.460368
0.130435	3.717537
0.140501	3.956657
0.151259	4.178988
0.912747	0.311361
0.866667	0.785002
-0.216667	0.190067
-0.206883	0.677845
0.226844	0.114012
0.214072	0.604897
0.195417	0.178447
0.184538	0.664979
0.176636	1.117508
0.171392	1.538399
0.168514	1.929854
-0.470073	0.124156
-0.131284	-0.050245
-0.126971	0.453928
-0.120353	0.922788
0.000000	-0.169303
-0.002847	0.342548
-0.002991	0.818584
0.246836	0.152265
0.103579	0.165584
0.097228	0.653476
0.093634	1.107246
0.092489	1.529271
0.093511	1.921759
0.096444	2.286769
0.101056	2.626213
0.107134	2.941872
0.114487	3.235406
0.122939	3.508355
0.132334	3.762155
0.142528	3.998143
0.153393	4.217560
0.164811	4.421564
0.000000	0.705391
0.001527	1.156014
0.005231	1.575085
0.010845	1.964803
0.018126	2.327213
0.026856	2.664217
0.036834	2.977588
0.047881	3.268972
-0.742119	0.158420
-0.706221	0.651041
-0.669654	1.108999
-0.632627	1.534718
-0.595322	1.930450
-0.557903	2.298296
-0.520517	2.640204
-0.483290	2.957993
-0.446335	3.253350
-0.409752	3.527847
-0.373625	3.782946
-0.859666	0.111538
-0.818125	0.608029
-0.776179	1.069557
0.327959	0.038594
0.309754	0.534252
0.177460	0.190931
0.167542	0.676678
0.160548	1.128473
0.156163	1.548677
0.154098	1.939489
0.154091	2.302954
0.537427	0.236773
0.509740	0.717511
0.485840	1.164737
0.465372	1.580776
0.448007	1.967795
-0.467879	0.170393
0.135794	0.051955
0.127264	0.547639
0.121639	1.008668
0.118600	1.437453
0.117857	1.836239
0.119146	2.207113
0.519657	0.227348
0.492811	0.708835
0.469714	1.156753
0.450012	1.573431
0.433379	1.961041
0.419515	2.321601
0.408147	2.656992
-0.607113	0.191583
0.000000	-0.352104
-0.003761	0.172543
-0.004710	0.660484
0.215285	0.145666
0.203249	0.634393
0.194259	1.088969
0.187991	1.511770
0.184150	1.905006
-0.464556	0.125664
-0.442700	0.619191
-0.419469	1.078061
-0.320294	-0.003993
-0.306299	0.497888
-0.290494	0.964568
-0.273147	1.398500
-0.254497	1.801971
-0.234762	2.177106
-0.214139	2.525882
0.596742	0.186773
0.565839	0.670715
0.538900	1.120936
0.515560	1.539776
0.495481	1.929414
0.478354	2.291877
0.463896	2.629054
0.451846	2.942701
0.441967	3.234453
0.712212	0.320093
0.676202	0.794125
0.644362	1.235156
-0.314478	0.172504
-0.299892	0.662001
-0.283587	1.117161
-0.265822	1.540377
-0.246829	1.933880
0.479649	0.157863
0.454456	0.644414
0.432955	1.097033
0.414793	1.518076
0.399643	1.909736
0.387210	2.274057
0.377220	2.612937
0.369423	2.928145
0.363593	3.221328
0.359520	3.494017
0.357014	3.747638
0.355902	3.983518
0.356024	4.202892
0.909338	0.345080
0.863596	0.816377
-0.223050	0.190830
-0.212943	0.678588
-0.200903	1.132151
-0.187197	1.553905
-0.172068	1.946068
-0.155734	2.310703
-0.138394	2.649733
-0.624790	0.103846
-0.595032	0.599701
-0.564281	1.060697
-0.532764	1.489270
-0.500679	1.887685
-0.468207	2.258050
-0.435506	2.602328
-0.402719	2.922342
-0.369972	3.219792
-0.337374	3.496256
-0.305024	3.753205
-0.851317	0.121324
0.141318	-0.011358
0.132195	0.488731
0.126029	0.953859
0.122497	1.386458
0.121304	1.788794
0.122183	2.162972
0.124889	2.510953
0.129199	2.834562
0.134912	3.135496
0.141844	3.415337
0.149828	3.675554
0.812118	0.290995
0.770967	0.766564
0.734251	1.209050
0.701584	1.620745
0.672608	2.003785
0.646997	2.360157
0.000000	0.190039
-0.001050	0.676737
0.000386	1.129370
0.004014	1.550312
0.392902	0.182655
0.372170	0.667904
0.354901	1.119290
0.340753	1.539165
0.329411	1.929720
0.320589	2.292993
0.314024	2.630880
0.309477	2.945148
0.659651	0.287322
0.626105	0.763912
0.596619	1.207307
0.570825	1.619813
0.548382	2.003572
0.528981	2.360580
0.512335	2.692694
0.498182	3.001644
0.486281	3.289038
0.476412	3.556374
0.468373	3.805046
0.461980	4.036351
0.457063	4.251496
0.453467	4.451606
0.451052	4.637726
0.449688	4.810830
0.449257	4.971824
0.449654	5.121550
0.450779	5.260793
0.452544	5.390284
0.454868	5.510701
0.457678	5.622678
0.460908	5.726802
0.464496	5.823621
1.229144	0.427264
1.167823	0.891210
1.111888	1.322986
1.060909	1.724818
1.014488	2.098776
0.972257	2.446789
0.933878	2.770653
0.899037	3.072038
0.867446	3.352500
0.838836	3.613488
0.812962	3.856349
-0.832816	0.304328
-0.791654	0.787189
0.272104	0.024823
0.077080	0.164530
0.072049	0.652627
0.069710	1.106583
0.069757	1.528774
-0.393313	0.092312
0.117195	0.060762
0.109639	0.555923
0.104937	1.016460
0.102772	1.444783
-0.375360	0.094235
-0.358120	0.589515
-0.339267	1.050040
-0.319053	1.478233
-0.396814	0.028081
-0.378832	0.528099
0.000000	-0.267975
-0.003340	0.250783
-0.003919	0.733245
-0.002057	1.181937
0.001956	1.599212
0.007854	1.987257
0.015398	2.348110
0.024368	2.683665
0.034568	2.995687
0.045818	3.285816
0.057956	3.555580
0.070836	3.806400
0.841446	0.283590
0.798792	0.759531
0.760650	1.202370
-0.303851	0.189799
-0.289710	0.678032
-0.273834	1.132018
-0.256482	1.554146
-0.237887	1.946639
0.000000	0.086660
-0.001567	0.580593
-0.000585	1.039960
0.002644	1.467165
0.007847	1.864451
0.014777	2.233900
0.529189	0.211720
0.501788	0.694254
0.478170	1.143147
0.457977	1.560736
0.440882	1.949195
0.426584	2.310547
0.414807	2.646675
0.405300	2.959334
0.397832	3.250154
0.392191	3.520654
0.771443	0.323577
0.732489	0.797069
0.697850	1.237612
0.667145	1.647490
0.640026	2.028830
-0.473365	0.203557
-0.450679	0.691675
-0.426687	1.145511
-0.401625	1.567459
-0.375706	1.959745
-0.349122	2.324441
-0.322044	2.663476
-0.294624	2.978643
-0.267000	3.271611
-0.239292	3.543933
-0.211608	3.797054
-0.184042	4.032319
-0.156678	4.250977
-0.129589	4.454192
-0.102839	4.643046
-0.076482	4.818547
-0.050565	4.981631
-0.025129	5.133170
-0.000206	5.273974
0.024174	5.404796
0.047989	5.526340
0.071221	5.639256
0.093857	5.744152
0.115885	5.841592
0.137298	5.932101
0.158094	6.016168
0.178270	6.094245
0.197828	6.166757
0.216770	6.234095
0.235102	6.296624
0.252830	6.354685
0.269962	6.408593
0.286507	6.458642
-1.371701	0.324187
-1.303495	0.808352
-1.236278	1.258285
-1.170173	1.676386
-1.105282	2.064890
-1.041694	2.425874
-0.979480	2.761272
-0.918699	3.072880
-0.859400	3.362372
-0.801618	3.631303
-0.745381	3.881120
-0.690706	4.113168
-0.637605	4.328700
-0.586081	4.528879
-0.536133	4.714788
-0.487752	4.887433
-0.440927	5.047752
-0.395642	5.196614
-0.351877	5.334829
-0.309609	5.463150
1.188014	0.288989
1.128059	0.762819
1.073470	1.203782
1.023815	1.614150
0.978695	1.996040
0.937741	2.351424
-0.527464	0.264095
-0.501770	0.748246
-0.474940	1.198378
0.341673	0.091945
-0.096430	0.078345
-0.093217	0.573343
-0.087690	1.033676
-0.080137	1.461757
-0.385156	0.065648
0.111536	0.061001
0.104264	0.556173
0.099832	1.016720
0.097924	1.445050
0.098253	1.843407
0.100557	2.213877
0.104599	2.558403
0.110161	2.878792
0.117047	3.176726
0.125078	3.453770
0.134093	3.711380
0.819912	0.289910
0.778366	0.765517
0.741276	1.208039
0.000000	-0.097990
-0.002490	0.408869
-0.002321	0.880261
0.000196	1.318654
0.004780	1.726347
0.428078	0.189819
0.405623	0.674391
0.386714	1.125155
-0.301496	0.126880
-0.287787	0.619506
-0.272300	1.077580
-0.315046	0.019535
-0.301196	0.519743
-0.285538	0.984867
-0.268337	1.417354
-0.249833	1.819481
-0.230244	2.193366
-0.209765	2.540982
-0.188572	2.864162
-0.166822	3.164614
