#   X   	   Y   
#---------	---------
-0.314920	2.021705
-0.291065	2.381760
0.570995	0.168700
0.541288	0.654036
0.515494	1.105547
0.493247	1.525581
0.474213	1.916324
0.458084	2.279811
0.444579	2.617933
0.433439	2.932455
0.424430	3.225016
0.417333	3.497143
0.411952	3.750256
0.408106	3.985678
0.863811	0.344724
0.117392	0.271999
0.110883	0.752372
0.107100	1.199151
0.105741	1.614675
0.106528	2.001119
0.109207	2.360508
0.113549	2.694727
0.119345	3.005528
0.126406	3.294544
0.134558	3.563294
0.143647	3.813191
0.153530	4.045549
0.164081	4.261593
0.175185	4.462461
0.186738	4.649213
0.198647	4.822834
0.210829	4.984243
1.071415	0.353102
1.017610	0.823028
0.968845	1.260328
0.924704	1.667261
0.884805	2.045929
0.848795	2.398290
0.816346	2.726166
0.787160	3.031252
0.760958	3.315129
0.737486	3.579265
0.716508	3.825029
0.697808	4.053695
0.681186	4.266447
0.666459	4.464390
0.653458	4.648550
0.642028	4.819884
0.632026	4.979282
-1.063736	0.320295
-1.010947	0.803193
-0.958384	1.252025
-0.906205	1.669175
-0.455552	-0.058226
-0.435066	0.448128
-0.413072	0.918934
-0.389823	1.356674
-0.374979	0.011895
-0.358170	0.512937
0.000000	-0.271766
-0.003359	0.247258
0.132586	0.129353
0.124603	0.619635
0.119471	1.075638
0.293349	0.182141
0.277592	0.667924
0.265052	1.119782
0.000000	-0.120055
-0.002600	0.388349
-0.002529	0.861178
-0.000096	1.300908
0.004413	1.709845
-0.431815	0.089100
-0.411778	0.585022
-0.221417	-0.022484
-0.212458	0.480197
-0.201434	0.947646
-0.188624	1.382318
-0.174282	1.786499
-0.158635	2.162315
-0.141892	2.511746
-0.124238	2.836633
-0.661675	0.113587
-0.630023	0.608944
-0.597477	1.069468
0.320793	0.067182
0.303089	0.560876
0.288739	1.020099
0.277403	1.447248
0.268769	1.844554
0.262553	2.214091
0.258496	2.557792
0.256360	2.877454
0.255929	3.174751
0.257007	3.451238
0.259412	3.708367
0.262984	3.947484
0.267572	4.169845
0.273042	4.376618
0.279273	4.568890
0.286154	4.747671
0.293585	4.913903
0.301475	5.068462
1.084633	0.370975
1.030257	0.839583
0.980942	1.275661
0.936273	1.681460
0.895867	2.059076
0.859369	2.410462
0.826453	2.737433
0.796817	3.041680
0.770185	3.324778
0.000000	0.431195
0.000156	0.901011
0.002653	1.337939
0.007210	1.744270
0.013571	2.122135
0.506884	0.207057
0.480575	0.690028
0.457997	1.139324
0.438793	1.557281
0.422640	1.946077
0.409239	2.307739
0.398315	2.644151
0.389620	2.957069
-0.667777	0.200622
-0.635385	0.689917
-0.602166	1.144800
-0.568334	1.567675
-0.423427	-0.008226
-0.404296	0.494467
-0.383609	0.961875
-0.361619	1.396462
-0.338556	1.800518
-0.314626	2.176174
-0.290014	2.525415
-0.264886	2.850086
-0.239391	3.151905
-0.213662	3.432468
-0.187817	3.693264
0.829165	0.237680
0.097369	0.262174
0.091812	0.743335
0.227994	0.164423
0.215417	0.651774
0.205905	1.105072
0.199135	1.526688
0.194812	1.918824
0.192665	2.283532
-0.539963	0.142168
-0.514254	0.634916
-0.487367	1.093043
-0.459533	1.518967
-0.430962	1.914937
0.483226	0.127644
0.457703	0.616292
0.435899	1.070863
0.417458	1.493723
0.000000	-0.026569
-0.002133	0.475291
-0.001650	0.942031
0.001143	1.376097
0.005966	1.779765
-0.445744	0.092145
-0.424996	0.587924
-0.402807	1.048894
-0.379422	1.477486
0.393674	0.118392
0.372582	0.608136
0.354994	1.063704
0.340563	1.487469
0.328972	1.881644
0.319931	2.248284
-0.528459	0.161120
-0.503231	0.652484
0.233626	0.065582
0.220273	0.559824
0.210058	1.019535
0.202653	1.447117
0.197756	1.844805
0.195092	2.214680
0.194411	2.558677
0.195484	2.878598
0.198103	3.176118
0.202078	3.452800
0.207238	3.710093
-0.824765	0.201562
-0.784519	0.691576
-0.743835	1.147089
-0.345452	-0.053130
-0.330445	0.452316
0.186681	0.085221
0.092577	0.153278
0.086715	0.642085
0.083589	1.096706
0.082893	1.519519
0.383588	0.194044
0.363379	0.678543
0.346603	1.129228
0.332919	1.548449
0.322015	1.938393
0.000000	0.084598
-0.001577	0.578676
-0.000605	1.038177
-0.297657	0.061430
-0.284467	0.558618
-0.269450	1.020938
-0.252873	1.450819
-0.234975	1.850526
-0.215974	2.222164
-0.196064	2.567693
-0.175423	2.888934
-0.154207	3.187586
-0.132559	3.465226
-0.110604	3.723323
-0.088458	3.963244
-0.885745	0.164377
-0.842636	0.657299
-0.799217	1.115501
-0.755679	1.541412
-0.712188	1.937292
-0.668892	2.305242
-0.625921	2.647220
0.000000	0.261805
-0.000691	0.743479
0.001061	1.191439
0.004965	1.608033
0.010757	1.995445
0.018196	2.355710
0.027065	2.690720
0.037165	3.002234
0.048318	3.291892
0.060362	3.561218
0.073150	3.811631
0.086551	4.044451
0.100445	4.260907
0.114728	4.462141
0.129302	4.649217
0.144083	4.823126
0.158994	4.984786
0.173969	5.135056
-1.110922	0.253237
-1.056110	0.741065
-1.001599	1.194471
-0.947547	1.615866
-0.894090	2.007493
-0.522792	-0.042755
0.095361	0.034643
0.088766	0.531741
0.185798	0.155472
0.175285	0.643660
0.167739	1.097728
0.162841	1.520048
0.160299	1.912830
0.159848	2.278131
0.532232	0.236701
0.504804	0.717471
0.481151	1.164724
0.460917	1.580787
0.380721	0.256978
-0.128070	0.091194
-0.123211	0.585451
0.205019	0.123704
0.193386	0.614020
0.184787	1.070072
0.178898	1.494243
-0.382587	0.108393
0.000000	-0.372902
-0.003865	0.153201
-0.004905	0.642497
-0.003448	1.097546
0.000213	1.520735
0.005806	1.914283
0.013087	2.280254
0.021834	2.620571
0.031845	2.937022
0.042938	3.231271
0.054947	3.504867
0.067724	3.759252
0.081134	3.995766
0.095056	4.215656
0.109382	4.420085
0.124013	4.610132
0.138863	4.786803
0.153854	4.951032
0.168916	5.103691
0.183989	5.245588
1.124758	0.359262
0.109862	0.314332
0.103941	0.791779
-0.244718	0.068302
-0.234141	0.564744
-0.221610	1.026383
-0.303033	0.025598
-0.289753	0.525321
-0.274639	0.989997
-0.257957	1.422071
-0.239949	1.823816
-0.220832	2.197348
-0.200804	2.544638
-0.180041	2.867517
-0.158701	3.167691
-0.136927	3.446746
-0.114847	3.706159
-0.092574	3.947302
-0.070209	4.171454
-0.047841	4.379803
-0.025550	4.573456
-0.003405	4.753442
0.018532	4.920718
0.040209	5.076175
0.061579	5.220642
1.124665	0.338678
1.068125	0.809348
1.016766	1.247353
0.970164	1.654954
0.927931	2.034256
0.889706	2.387219
0.855156	2.715665
0.823977	3.021293
-0.665419	0.272688
0.164154	0.024440
0.154069	0.521909
0.146975	0.984605
0.142549	1.414948
0.140497	1.815189
0.140548	2.187423
0.142457	2.533601
0.584022	0.244137
0.108467	0.223209
0.102159	0.707042
0.098587	1.157038
0.097442	1.575553
0.000000	-0.006112
-0.002031	0.494316
-0.001457	0.959724
0.001414	1.392551
0.006306	1.795065
0.012966	2.169379
-0.523422	0.108850
-0.498707	0.603847
-0.472752	1.064072
-0.445794	1.491950
-0.418045	1.889743
-0.389694	2.259551
-0.360911	2.603331
-0.331849	2.922902
-0.302642	3.219958
-0.273410	3.496075
-0.244259	3.752716
-0.215283	3.991247
-0.895784	0.145205
-0.852269	0.639519
0.244995	0.009218
0.230791	0.507347
0.219788	0.970679
0.211652	1.401633
0.206078	1.802460
0.435249	0.225071
0.412612	0.707140
0.393517	1.155577
0.377619	1.572719
0.364602	1.960740
0.354175	2.321666
0.346075	2.657378
0.340058	2.969631
0.663324	0.293195
0.629624	0.769354
0.599989	1.212351
0.574052	1.624487
0.551471	2.007902
0.531937	2.364592
0.515163	2.696411
0.500887	3.005086
0.488868	3.292226
-0.731335	0.229908
-0.695618	0.717471
-0.659250	1.170726
-0.622434	1.592072
-0.585352	1.983739
-0.548166	2.347804
-0.511018	2.686198
-0.474036	3.000720
-0.706735	0.064183
-0.673078	0.563224
-0.638608	1.027164
-0.603541	1.458455
-0.568072	1.859381
-0.532371	2.232065
-0.496593	2.578482
-0.460871	2.900471
-0.425325	3.199743
0.739962	0.179938
0.701863	0.663642
0.668088	1.113678
0.638252	1.532380
-0.374137	0.183416
-0.356513	0.672447
-0.236967	-0.010144
-0.227170	0.491751
-0.215353	0.958464
-0.201793	1.392448
-0.186741	1.795986
-0.170424	2.171201
-0.530205	0.079580
-0.505297	0.576661
-0.479149	1.038821
0.309930	0.084889
0.292858	0.577397
0.279102	1.035515
0.268325	1.461634
0.260217	1.857978
0.254496	2.226618
0.250904	2.569482
0.249206	2.888364
0.249188	3.184932
0.250653	3.460741
0.253424	3.717236
0.257339	3.955762
0.262251	4.177572
0.268026	4.383831
0.274544	4.575623
0.281695	4.753956
0.289380	4.919771
0.297510	5.073940
1.085888	0.370559
1.031446	0.839191
0.982070	1.275290
0.937343	1.681109
0.381728	0.337219
0.000000	-0.315695
-0.003578	0.206403
-0.004368	0.691973
-0.002689	1.143557
0.311819	0.165312
0.295055	0.652181
0.281563	1.105053
0.271010	1.526292
0.000000	-0.018427
-0.002092	0.482863
-0.186646	0.038980
-0.179119	0.537184
-0.169477	1.000477
-0.158001	1.431291
-0.144944	1.831891
-0.130537	2.204383
-0.114989	2.550729
0.597745	0.203631
0.566876	0.686388
0.539964	1.135507
0.516644	1.553321
0.496578	1.942006
0.479459	2.303582
0.465004	2.639934
0.452954	2.952814
0.443070	3.243852
0.435136	3.514567
0.428952	3.766372
0.424336	4.000581
0.421122	4.218419
0.419158	4.421024
0.418305	4.609456
0.418437	4.784703
0.419439	4.947681
0.421205	5.099246
0.423641	5.240193
0.426660	5.371261
0.430184	5.493140
0.000000	0.973285
0.002866	1.405155
0.007749	1.806780
-0.451085	0.093511
0.119746	0.051567
-0.096122	0.041222
-0.093110	0.538817
-0.087760	1.001565
-0.080365	1.431895
0.372594	0.164417
0.352786	0.651045
0.336402	1.103708
0.323100	1.524767
0.312569	1.916417
0.304523	2.280705
0.298700	2.619533
0.294863	2.934673
0.292793	3.227771
0.292292	3.500363
-0.779842	0.206781
-0.158651	-0.096504
-0.153201	0.411045
0.000000	-0.297239
-0.003486	0.223568
0.127853	0.128385
0.120102	0.618759
0.115191	1.074845
0.112806	1.499030
0.112661	1.893534
0.114495	2.260423
0.530505	0.228736
0.503123	0.710072
0.204889	0.228903
0.193790	0.711855
0.185659	1.161056
0.307785	0.196148
0.291376	0.680878
0.278212	1.131760
0.267960	1.551146
0.260318	1.941226
0.255008	2.304038
0.251778	2.641481
0.601225	0.265944
0.570493	0.744322
0.543690	1.189367
0.520453	1.603392
0.500447	1.988553
0.483367	2.346852
-0.542452	0.191213
-0.516374	0.680540
-0.489152	1.135484
-0.461017	1.558446
-0.432174	1.951660
-0.402807	2.317205
-0.373081	2.657014
-0.343142	2.972889
-0.313120	3.266502
-0.283132	3.539413
-0.253278	3.793069
-0.223649	4.028821
-0.194322	4.247922
-0.165367	4.451539
-0.136841	4.640758
-0.108795	4.816589
-0.081272	4.979972
-1.088839	0.206195
-1.035366	0.697206
-0.265679	-0.117770
-0.254984	0.391802
-0.177285	-0.005125
-0.170446	0.496120
-0.161443	0.962244
-0.150560	1.395694
-0.138053	1.798748
0.448272	0.169861
0.424707	0.655730
0.404751	1.107705
0.388052	1.528142
0.374290	1.919232
0.363172	2.283014
0.354428	2.621387
0.347814	2.936118
0.343103	3.228851
0.340093	3.501116
0.338593	3.754337
0.338436	3.989841
0.339463	4.208859
0.341534	4.412542
0.344520	4.601956
0.348304	4.778097
0.352779	4.941889
0.357850	5.094192
0.363428	5.235810
0.369436	5.367486
0.375801	5.489915
0.382461	5.603742
0.389357	5.709567
0.396437	5.807951
-1.237715	0.315748
-1.176250	0.799834
-1.115439	1.249727
-1.055418	1.667823
-0.996308	2.056353
-0.938211	2.417390
-0.881213	2.752863
-0.825388	3.064569
-0.770796	3.354176
0.784667	0.130840
0.744088	0.617758
-0.187508	0.163764
-0.179314	0.653238
-0.169082	1.108408
-0.317600	0.037283
-0.303533	0.536261
-0.287675	1.000241
-0.270290	1.431662
-0.251617	1.832797
0.000000	0.058199
-0.001709	0.554125
-0.000853	1.015345
0.002266	1.444275
0.007374	1.843165
0.014222	2.214106
0.022581	2.559048
0.032247	2.879801
0.043034	3.178054
0.054772	3.455375
0.067311	3.713225
0.080511	3.952963
0.094251	4.175853
-0.921872	0.202114
-0.876768	0.692576
-0.831466	1.148479
-0.786151	1.572243
-0.740982	1.966117
-0.696102	2.332193
-0.651636	2.672420
-0.607692	2.988609
-0.564365	3.282445
-0.521734	3.555496
-0.479870	3.809220
0.864039	0.195590
0.819815	0.677578
0.780212	1.126049
0.744832	1.543324
0.713307	1.931567
-0.451348	0.211392
-0.148076	-0.043760
-0.142891	0.460044
-0.135446	0.928555
-0.126031	1.364233
-0.114908	1.769367
-0.102316	2.146086
-0.088470	2.496372
-0.073564	2.822068
-0.057776	3.124891
-0.041262	3.406438
-0.024167	3.668193
-0.006618	3.911541
0.011271	4.137766
0.910102	0.287314
0.864034	0.762651
0.822645	1.204946
0.785538	1.616486
0.752343	1.999405
0.722723	2.355685
0.696365	2.687173
0.672983	2.995589
0.652312	3.282533
-0.723676	0.255671
0.163081	0.014439
0.152999	0.512613
0.145912	0.975965
0.141497	1.406918
0.139456	1.807726
0.139522	2.180488
0.141449	2.527156
0.145012	2.849548
0.150009	3.149354
0.156255	3.428150
0.163583	3.687398
0.171841	3.928462
0.180891	4.152611
0.190610	4.361023
0.200885	4.554799
-0.993929	0.234333
-0.945061	0.722900
0.265382	-0.002294
0.250102	0.496540
0.238079	0.960532
0.228978	1.392104
0.222490	1.793512
-0.440915	0.127339
-0.420233	0.620630
-0.398118	1.079287
-0.374816	1.505727
0.399138	0.120259
0.377782	0.609845
0.189858	0.204839
0.116373	0.158571
0.109348	0.646889
-0.215551	0.063371
-0.206456	0.560013
0.000000	-0.259997
-0.038001	0.009600
-0.038053	0.509118
-0.193155	0.034276
-0.185326	0.532843
-0.175396	0.996470
-0.163644	1.427594
-0.150323	1.828481
-0.135665	2.201239
-0.119875	2.547831
-0.103143	2.870082
-0.085635	3.169692
-0.067505	3.448242
-0.048888	3.707202
0.826396	0.260466
0.784378	0.738101
0.746850	1.182512
0.713420	1.596002
0.373664	0.297987
-0.136519	0.091706
-0.131235	0.585969
-0.123743	1.045607
-0.114328	1.473033
-0.103246	1.870493
-0.090732	2.240074
0.534644	0.195086
0.506887	0.678757
0.482937	1.128709
0.462434	1.547285
0.445048	1.936663
0.430479	2.298871
0.418450	2.635798
0.408706	2.949200
0.401017	3.240712
0.395169	3.511857
0.390970	3.764051
0.388242	3.998613
0.386823	4.216769
0.386566	4.419661
0.387336	4.608352
0.389011	4.783831
0.391479	4.947017
0.394640	5.098769
0.398402	5.239882
0.402682	5.371098
0.407403	5.493108
0.412498	5.606553
0.417906	5.712032
0.423571	5.810100
0.429443	5.901275
0.435477	5.986039
1.262789	0.429118
1.199795	0.892766
-0.226560	0.247678
-0.215994	0.731473
-0.243854	0.014700
-0.101475	-0.018429
-0.098493	0.483369
-0.093152	0.950025
-0.085744	1.383989
-0.076537	1.787539
-0.065772	2.162794
-0.053670	2.511727
-0.040428	2.836175
-0.026225	3.137844
-0.011225	3.418326
0.004428	3.679100
0.020602	3.921541
0.866484	0.280158
0.822561	0.756214
0.783214	1.199167
0.748049	1.611309
0.716703	1.994777
0.688842	2.351559
0.664157	2.683506
0.642367	2.992340
0.623210	3.279664
0.606448	3.546971
0.591861	3.795651
0.579246	4.026996
0.568419	4.242210
0.000000	0.660553
0.001303	1.114314
0.305811	0.164781
-0.112253	0.075521
0.102594	0.105060
-0.107421	0.040618
-0.103847	0.538311
-0.097963	1.001149
-0.090059	1.431558
-0.379464	0.062853
-0.362176	0.560350
-0.343266	1.022937
-0.322988	1.453048
-0.301573	1.852949
-0.279230	2.224751
-0.256144	2.570414
-0.232485	2.891766
-0.208402	3.190505
-0.184029	3.468211
-0.159487	3.726357
-0.134881	3.966309
-0.110305	4.189342
-0.085843	4.396640
-0.972332	0.182131
-0.924805	0.674243
-0.877194	1.131670
-0.829676	1.556839
-0.782408	1.952009
-0.735527	2.319280
0.576277	0.095087
0.545939	0.585549
0.519570	1.041831
0.496800	1.466305
0.477292	1.861180
0.460733	2.228511
0.446839	2.570211
0.435348	2.888062
0.426021	3.183721
0.418639	3.458731
-0.767094	0.225331
0.158750	0.006278
0.148844	0.505045
0.141927	0.968948
0.137675	1.400412
0.135794	1.801694
0.136012	2.174897
0.138086	2.521974
0.141792	2.844745
0.646277	0.256477
0.613246	0.735292
-0.215595	0.147531
-0.206077	0.638282
-0.194582	1.094632
0.000000	-0.126342
0.057732	0.114946
-0.110969	0.033835
-0.107251	0.532021
-0.101228	0.995316
-0.093190	1.426150
0.000000	-0.043462
-0.002217	0.459580
-0.001809	0.927420
0.000919	1.362510
0.005686	1.767130
0.012237	2.143402
0.020342	2.493303
0.029792	2.818670
0.040395	3.121214
-0.712829	0.151312
-0.678431	0.644284
-0.643288	1.102576
-0.333030	-0.038823
-0.318573	0.465560
-0.302317	0.934563
0.000000	-0.166359
-0.002832	0.345286
-0.002964	0.821130
-0.000710	1.263666
0.003644	1.675213
0.009838	2.057930
0.017636	2.413825
0.026823	2.744769
0.037206	3.052501
0.048608	3.338640
0.060871	3.604692
0.073851	3.852060
0.087418	4.082046
-0.903350	0.197269
-0.859196	0.687977
-0.814796	1.144114
-0.347341	-0.064603
-0.332297	0.441656
-0.315474	0.912402
-0.297138	1.350111
-0.277530	1.757089
-0.256868	2.135480
-0.235348	2.487281
-0.213144	2.814348
0.654395	0.198471
0.096518	0.232642
0.090856	0.715875
0.087892	1.165309
0.087324	1.583298
0.088874	1.972030
0.473851	0.213101
-0.116035	0.104340
0.108509	0.105608
0.101612	0.597673
0.097520	1.055328
0.095920	1.480967
0.096529	1.876820
0.099087	2.244960
0.103357	2.587317
0.109126	2.905688
0.116198	3.201744
-0.726282	0.166661
-0.691135	0.658627
-0.655285	1.115978
-0.618941	1.541136
-0.582288	1.936351
0.493562	0.104288
0.467405	0.594520
0.445008	1.050567
0.426010	1.474802
0.410083	1.869436
0.396926	2.236525
0.386263	2.577983
0.377840	2.895593
0.371426	3.191013
0.366809	3.465785
0.363798	3.721346
0.362215	3.959032
0.361899	4.180089
0.904542	0.345107
0.859040	0.816427
0.818170	1.254982
0.781537	1.663042
0.748775	2.042722
0.719550	2.395987
0.693552	2.724671
0.670498	3.030476
0.650126	3.314990
0.632194	3.579690
0.773650	0.364339
-0.135790	0.158358
-0.130209	0.647952
-0.122459	1.103246
-0.112819	1.526631
-0.101545	1.920331
-0.088866	2.286416
0.543838	0.197238
0.000000	-0.350690
-0.003753	0.173858
-0.004696	0.661707
-0.003153	1.115411
0.000582	1.537348
0.006239	1.929730
0.013576	2.294618
0.022370	2.633927
0.032421	2.949440
0.043547	3.242817
0.055584	3.515602
0.068383	3.769232
-0.841453	0.181711
-0.800472	0.673198
-0.759082	1.130077
-0.717478	1.554767
-0.675830	1.949520
-0.634291	2.316433
0.000000	0.179108
-0.001104	0.666571
0.000284	1.119916
0.003869	1.541521
0.009383	1.933595
0.016582	2.298196
0.025244	2.637240
0.609438	0.229529
-0.114575	0.126691
-0.110213	0.618396
0.211088	0.127102
0.199169	0.617149
0.190296	1.072953
0.000000	-0.131762
-0.002659	0.377462
-0.165585	0.034673
-0.159133	0.533074
-0.150511	0.996554
-0.140002	1.427548
-0.127865	1.828320
-0.114330	2.200977
0.527769	0.189746
0.500329	0.673825
0.476682	1.124156
0.456468	1.543082
0.439360	1.932783
0.425056	2.295292
0.413280	2.632496
0.592968	0.291425
0.562777	0.768060
0.536478	1.211482
0.303837	0.254296
0.287917	0.734976
0.275196	1.182088
0.265347	1.597966
0.258069	1.984782
0.253090	2.344556
0.250158	2.679172
0.249046	2.990379
0.249545	3.279807
-0.737227	0.191120
-0.701410	0.681427
-0.250835	-0.064969
-0.240618	0.440833
-0.228383	0.911178
-0.214408	1.348538
-0.198945	1.755212
-0.182221	2.133342
0.516957	0.176178
0.489990	0.661261
0.466797	1.112523
0.447020	1.532312
0.430330	1.922815
0.416428	2.286067
0.405037	2.623960
0.395905	2.938257
0.388801	3.230600
0.383514	3.502514
0.379851	3.755420
0.377635	3.990642
-0.874911	0.240047
-0.831965	0.727619
-0.788729	1.180845
-0.745388	1.602130
-0.702108	1.993707
-0.659034	2.357658
-0.616294	2.695918
-0.574000	3.010285
-0.532249	3.302435
-0.491124	3.573926
-0.450698	3.826206
-0.411032	4.060626
-0.372177	4.278437
-0.334176	4.480807
-0.297064	4.668822
-0.260866	4.843489
-0.225605	5.005749
-0.191296	5.156475
-0.157949	5.296478
-0.125569	5.426515
-0.094158	5.547286
-0.063714	5.659447
-1.224119	0.236184
-1.163733	0.725771
-1.103917	1.180786
-1.044817	1.603651
-0.986558	1.996619
-0.929247	2.361789
-0.872976	2.701110
-0.817821	3.016397
0.718992	0.109804
0.681592	0.598523
0.648505	1.053219
0.619346	1.476251
0.593760	1.869816
0.433213	0.289794
0.123630	0.200906
0.116453	0.686224
0.112062	1.137606
0.110147	1.557414
0.110426	1.947844
0.112644	2.310943
0.116567	2.648613
0.121982	2.962628
0.128696	3.254634
0.136534	3.526166
0.145338	3.778652
0.154965	4.013419
-0.887260	0.205331
-0.843870	0.695394
-0.800200	1.150936
-0.756435	1.574371
-0.712742	1.967948
-0.669265	2.333755
-0.626133	2.673738
0.642793	0.126768
0.609287	0.614681
0.579896	1.068606
0.554244	1.490905
0.359011	0.268315
0.340402	0.747738
0.325121	1.193694
0.312833	1.608510
0.303234	1.994350
-0.478257	0.148291
0.131789	0.049411
0.123446	0.545293
-0.194738	0.061563
-0.186693	0.558227
-0.176567	1.020085
-0.164639	1.449562
-0.151159	1.848916
-0.136356	2.220247
-0.120437	2.565512
-0.103588	2.886528
-0.085976	3.184989
-0.067752	3.462470
-0.049052	3.720436
-0.029997	3.960250
-0.010696	4.183183
0.008754	4.390414
0.028269	4.583041
-1.005619	0.207845
0.164794	-0.032585
0.154391	0.468872
-0.178371	0.063457
-0.108934	-0.006001
-0.105518	0.494964
-0.099767	0.960844
-0.091974	1.394084
-0.082405	1.796958
-0.452276	0.078693
-0.431268	0.575446
-0.220184	-0.025985
-0.211304	0.476935
-0.200355	0.944606
-0.285934	0.025728
-0.273508	0.525356
-0.259206	0.989949
-0.243296	1.421948
-0.226021	1.823629
-0.207602	2.197105
-0.188237	2.544345
-0.168103	2.867182
-0.147362	3.167320
-0.126157	3.446345
-0.783684	0.137669
-0.745812	0.631950
-0.707362	1.091443
0.329583	0.050480
0.311356	0.545298
0.179605	0.191629
0.169583	0.677317
0.162491	1.129057
-0.310124	0.091161
-0.296162	0.586330
-0.280422	1.046768
-0.263167	1.474896
-0.244635	1.872969
-0.473156	0.055777
-0.451219	0.554239
-0.427887	1.017698
-0.403404	1.448599
-0.377991	1.849214
-0.351846	2.221659
-0.325145	2.567902
-0.298048	2.889774
-0.270697	3.188980
-0.243217	3.467105
-0.215721	3.725624
-0.188307	3.965909
-0.161062	4.189237
-0.134062	4.396796
-0.107375	4.589690
-0.081058	4.768949
-0.055161	4.935528
-1.079036	0.208595
-1.026041	0.699389
-0.973242	1.155562
-0.920802	1.579539
-0.868865	1.973575
-0.817554	2.339769
-0.766977	2.680073
-0.717228	2.996303
-0.668385	3.290148
-0.620515	3.563179
-0.573673	3.816859
-0.527905	4.052548
-0.918986	0.097637
-0.874549	0.595397
-0.829844	1.058092
-0.785062	1.488175
-0.740368	1.887928
-0.695910	2.259475
-0.651817	2.604791
-0.608202	2.925715
-0.565163	3.223956
-0.522785	3.501105
-0.481141	3.758641
-0.440290	3.997942
-0.400286	4.220288
-0.361170	4.426869
-0.322977	4.618794
-0.285735	4.797093
-1.059419	0.166166
-1.007618	0.659832
-0.955938	1.118682
-0.904547	1.545154
-0.853594	1.941515
-0.803207	2.309877
-0.753497	2.652202
-0.704561	2.970315
-0.656482	3.265916
-0.609328	3.540584
-0.563159	3.795790
-0.868869	0.081726
-0.827017	0.580350
-0.784764	1.043860
-0.742306	1.474714
-0.699818	1.875195
-0.657451	2.247431
-0.615341	2.593398
-0.573607	2.914937
0.688932	0.144820
0.653209	0.631238
-0.193385	0.149763
-0.184967	0.640247
-0.174518	1.096354
-0.162310	1.520482
-0.148592	1.914860
-0.133588	2.281562
-0.117501	2.622521
0.612204	0.206101
0.580625	0.688613
0.553036	1.137507
-0.298145	0.153986
-0.284468	0.644698
-0.269021	1.100991
-0.252065	1.525267
-0.233835	1.919759
-0.214545	2.286545
-0.194385	2.627559
-0.173528	2.944602
-0.152128	3.239348
-0.130325	3.513354
-0.108242	3.768071
-0.085990	4.004847
-0.063666	4.224938
-0.041358	4.429510
-0.019143	4.619651
0.002913	4.796372
0.024749	4.960611
0.046315	5.113244
0.067565	5.255086
0.088462	5.386892
1.156840	0.349630
1.098746	0.819371
1.045906	1.256522
0.997893	1.663336
0.954315	2.041913
0.453210	0.354367
0.430321	0.827295
-0.240398	0.121943
-0.122803	-0.013586
-0.118730	0.487979
-0.191751	0.020522
-0.184061	0.520045
-0.200451	0.011352
-0.192372	0.511560
-0.182195	0.976712
-0.170202	1.409253
0.000000	-0.047687
-0.002238	0.455651
-0.001848	0.923767
0.000863	1.359113
0.005615	1.763970
0.012154	2.140464
0.020249	2.490571
0.029689	2.816130
0.040286	3.118852
0.051866	3.400331
0.064274	3.662049
0.077371	3.905384
0.091029	4.131620
0.105136	4.341952
0.119589	4.537489
0.134297	4.719267
0.149178	4.888247
0.164160	5.045324
0.179179	5.191330
0.194177	5.327041
0.209103	5.453178
0.223914	5.570410
0.238570	5.679361
0.253038	5.780613
0.267290	5.874705
0.281299	5.962139
0.295044	6.043383
0.308509	6.118871
1.294434	0.414116
1.229783	0.878656
1.170687	1.311001
0.298373	0.359750
0.283253	0.833076
0.271256	1.273344
0.262060	1.682854
0.255371	2.063744
0.250921	2.418005
0.248465	2.747490
0.247779	3.053923
0.248660	3.338910
0.250921	3.603943
0.254395	3.850412
-0.851179	0.214720
-0.809546	0.703945
-0.767549	1.158717
-0.725378	1.581444
-0.431677	-0.032803
-0.412257	0.471652
-0.391286	0.940698
0.286791	0.095022
-0.098967	0.069687
-0.095670	0.565304
-0.090060	1.026211
-0.082426	1.454827
-0.073030	1.853401
-0.062112	2.224028
-0.049886	2.568657
-0.036549	2.889100
-0.669099	0.129716
-0.636996	0.623982
-0.604026	1.083488
-0.570407	1.510664
-0.536334	1.907769
-0.501978	2.276907
0.558461	0.130760
0.529191	0.618814
0.503826	1.072851
0.481999	1.495233
0.362767	0.256929
0.343913	0.737130
0.328403	1.183812
0.315902	1.599303
0.306103	1.985772
0.467910	0.248407
0.443757	0.728679
0.210986	0.220148
0.199537	0.703683
0.191079	1.153427
0.185292	1.571732
0.181886	1.960784
0.180596	2.322620
0.181179	2.659134
0.183416	2.972088
0.187105	3.263125
0.192066	3.533771
0.198131	3.785447
0.205152	4.019475
0.212992	4.237086
0.921897	0.323562
0.875420	0.796303
0.833631	1.236185
0.796130	1.645484
0.762551	2.026319
0.732555	2.380664
0.705831	2.710355
0.682091	3.017101
0.661072	3.302493
0.642531	3.568014
0.626244	3.815040
0.612007	4.044856
0.599631	4.258656
0.588943	4.457552
0.579784	4.642579
0.572007	4.814699
0.565480	4.974810
0.560080	5.123746
0.555695	5.262283
0.552222	5.391145
0.549566	5.511004
0.547643	5.622486
0.546373	5.726174
0.545686	5.822609
0.545514	5.912298
0.545800	5.995710
0.546489	6.073281
-1.285529	0.350369
-1.221501	0.832271
-1.158264	1.280120
0.385355	-0.014118
0.364016	0.484944
0.346240	0.949178
0.331674	1.381004
0.319995	1.782675
0.310909	2.156288
