800.4 2.41275e+06 637846 
1.49732e+11 9.6007e+09 206222 
286.395 1.29644e+11 9.60158e+09 
-220.621 1.08789e+11 9.97851e+10 
-4.39679e+10 4.99693e+10 1.99873e+11 
5.59683e+10 -4.99679e+10 1.99874e+11 


3227.86 9.6186e+06 2.60448e+06 
1.4893e+11 1.91858e+10 867929 
1192.98 1.28578e+11 1.91806e+10 
-768.629 1.17163e+11 9.91658e+10 
-3.7875e+10 4.98765e+10 1.99488e+11 
6.18703e+10 -4.98722e+10 1.99497e+11 


7330.92 2.15452e+07 6.01913e+06 
1.47595e+11 2.87212e+10 2.08285e+06 
2823.78 1.26806e+11 2.86857e+10 
-1409.38 1.25142e+11 9.81876e+10 
-3.17279e+10 4.97207e+10 1.98841e+11 
6.76997e+10 -4.9714e+10 1.98875e+11 


13150.5 3.81052e+07 1.10234e+07 
1.45734e+11 3.81734e+10 3.97338e+06 
5301.62 1.24335e+11 3.80665e+10 
-1902.2 1.32741e+11 9.68875e+10 
-2.55337e+10 4.95004e+10 1.97926e+11 
7.34508e+10 -4.94947e+10 1.98013e+11 


20720.1 5.91955e+07 1.77748e+07 
1.43354e+11 4.75094e+10 6.68903e+06 
8768.72 1.21178e+11 4.72736e+10 
-2013.08 1.39972e+11 9.52952e+10 
-1.92998e+10 4.92146e+10 1.96738e+11 
7.91178e+10 -4.92153e+10 1.96914e+11 


30067 8.46974e+07 2.6441e+07 
1.40465e+11 5.66971e+10 1.04077e+07 
13386.8 1.17354e+11 5.6259e+10 
-1521.72 1.46845e+11 9.3435e+10 
-1.3034e+10 4.88618e+10 1.95269e+11 
8.4695e+10 -4.88768e+10 1.95584e+11 


41212.3 1.14476e+08 3.71955e+07 
1.37082e+11 6.57055e+10 1.53345e+07 
19337.9 1.12887e+11 6.49745e+10 
-224.607 1.53365e+11 9.13293e+10 
-6.74445e+09 4.84406e+10 1.93515e+11 
9.01771e+10 -4.84803e+10 1.94026e+11 


54172.2 1.48379e+08 5.02132e+07 
1.33218e+11 7.45052e+10 2.16976e+07 
26827.2 1.07804e+11 7.33701e+10 
2063.53 1.59536e+11 8.90031e+10 
-4.39979e+08 4.79496e+10 1.91468e+11 
9.55586e+10 -4.80267e+10 1.92245e+11 


68959 1.8624e+08 6.56666e+07 
1.28892e+11 8.30681e+10 2.97396e+07 
36091.5 1.02133e+11 8.13956e+10 
5509.72 1.65368e+11 8.64826e+10 
5.87005e+09 4.73873e+10 1.89121e+11 
1.00834e+11 -4.75169e+10 1.90244e+11 


85581.9 2.27874e+08 8.37225e+07 
1.24122e+11 9.1368e+10 3.97044e+07 
47414.7 9.59051e+10 8.9004e+10 
10266.2 1.70872e+11 8.37907e+10 
1.21755e+10 4.67523e+10 1.86466e+11 
1.05999e+11 -4.69518e+10 1.88027e+11 


104048 2.73085e+08 1.04539e+08 
1.18931e+11 9.93805e+10 5.18224e+07 
61161.4 8.91507e+10 9.61529e+10 
16475.6 1.76061e+11 8.09452e+10 
1.84656e+10 4.6043e+10 1.83497e+11 
1.11047e+11 -4.63323e+10 1.85598e+11 


124364 3.2166e+08 1.28262e+08 
1.1334e+11 1.07083e+11 6.62961e+07 
77838.6 8.1906e+10 1.02804e+11 
24276.3 1.80945e+11 7.79606e+10 
2.47282e+10 4.52578e+10 1.80205e+11 
1.15973e+11 -4.56593e+10 1.82961e+11 


146537 3.73377e+08 1.55025e+08 
1.07373e+11 1.14457e+11 8.32895e+07 
98200.6 7.421e+10 1.08924e+11 
33805.9 1.85536e+11 7.4849e+10 
3.09503e+10 4.43954e+10 1.7658e+11 
1.20772e+11 -4.49333e+10 1.80118e+11 


170577 4.28003e+08 1.84948e+08 
1.01056e+11 1.21482e+11 1.02926e+08 
123396 6.61047e+10 1.14483e+11 
45205.6 1.89839e+11 7.1621e+10 
3.71171e+10 4.3454e+10 1.72614e+11 
1.25439e+11 -4.41554e+10 1.77074e+11 


196495 4.85296e+08 2.18132e+08 
9.44135e+10 1.28144e+11 1.25294e+08 
155122 5.76344e+10 1.19454e+11 
58624.1 1.93861e+11 6.82862e+10 
4.32122e+10 4.24317e+10 1.68297e+11 
1.29969e+11 -4.33262e+10 1.73832e+11 


224309 5.45008e+08 2.54661e+08 
8.74721e+10 1.3443e+11 1.50459e+08 
195643 4.88454e+10 1.23815e+11 
74221.9 1.97609e+11 6.48533e+10 
4.9217e+10 4.13261e+10 1.6362e+11 
1.34355e+11 -4.24466e+10 1.70395e+11 


254044 6.06887e+08 2.94602e+08 
8.02582e+10 1.40328e+11 1.78481e+08 
247451 3.97853e+10 1.27548e+11 
92175.9 2.01087e+11 6.13304e+10 
5.51112e+10 4.01342e+10 1.58574e+11 
1.38593e+11 -4.15172e+10 1.66766e+11 


285731 6.70677e+08 3.38002e+08 
7.27982e+10 1.45829e+11 2.09432e+08 
312489 3.05026e+10 1.3064e+11 
112684 2.043e+11 5.77251e+10 
6.08734e+10 3.88521e+10 1.53152e+11 
1.42676e+11 -4.0539e+10 1.62949e+11 


319411 7.3612e+08 3.84888e+08 
6.51184e+10 1.50926e+11 2.43419e+08 
391391 2.10463e+10 1.3308e+11 
135970 2.07251e+11 5.40443e+10 
6.64815e+10 3.74757e+10 1.47346e+11 
1.46601e+11 -3.95127e+10 1.58947e+11 


355138 8.02962e+08 4.35269e+08 
5.72447e+10 1.55615e+11 2.80597e+08 
483361 1.14655e+10 1.34863e+11 
162287 2.09943e+11 5.02945e+10 
7.19131e+10 3.60014e+10 1.41151e+11 
1.50359e+11 -3.84392e+10 1.54763e+11 


392978 8.7095e+08 4.89135e+08 
4.92026e+10 1.59894e+11 3.21196e+08 
586691 1.80896e+09 1.35987e+11 
191919 2.12381e+11 4.6482e+10 
7.71437e+10 3.44262e+10 1.34559e+11 
1.53946e+11 -3.73194e+10 1.504e+11 


433012 9.39836e+08 5.46455e+08 
4.1017e+10 1.6376e+11 3.65539e+08 
699399 -7.87528e+09 1.36455e+11 
225175 2.14566e+11 4.26126e+10 
8.21468e+10 3.27477e+10 1.27566e+11 
1.57356e+11 -3.61542e+10 1.45863e+11 


475340 1.00938e+09 6.07182e+08 
3.27122e+10 1.67215e+11 4.14065e+08 
819612 -1.75402e+10 1.36273e+11 
262372 2.16501e+11 3.8692e+10 
8.68921e+10 3.09642e+10 1.20162e+11 
1.60583e+11 -3.49444e+10 1.41153e+11 


520079 1.07934e+09 6.71252e+08 
2.43115e+10 1.70262e+11 4.67344e+08 
945696 -2.71403e+10 1.3545e+11 
